Object ID	Accession_1	Genes of transcription unit	Transcription_Units
TU0_12975	b4509,b0550,b0549,b0548,b0547,b4509,b0550,b0549,b0548,b0547,b4509,b0550,b0549,b0548,b0547,b4509,b0550,b0549,b0548,b0547,b4509,b0550,b0549,b0548,b0547	ylcG,rusA,ybcO,ninE,ybcN	ylcG,rusA,ybcO,ninE,ybcN
TU0_42558	b2879	ssnA	ssnA
TU0_14675	b1669,b1670,b1671,b1672,b1673,b1674,b1669,b1670,b1671,b1672,b1673,b1674,b1669,b1670,b1671,b1672,b1673,b1674,b1669,b1670,b1671,b1672,b1673,b1674,b1669,b1670,b1671,b1672,b1673,b1674,b1669,b1670,b1671,b1672,b1673,b1674	ydhT,ydhU,ydhX,ydhW,ydhV,ydhY	ydhYVWXUT
TU0_14168	b4236	cybC	cybC
TU00351	b2606,b2607,b2608,b2609,b2606,b2607,b2608,b2609,b2606,b2607,b2608,b2609,b2606,b2607,b2608,b2609	rplS,trmD,rimM,rpsP	rpsP_rimM_trmD_rplS
TU0_13768	b2862	ygeP	ygeP
TU0_8843	b4419	ldrA	ldrA
TU0_13380	b4535	yniD	yniD
TU0_8353	b1380	ldhA	ldhA
TU0_12994	b0603	ybdO	ybdO
TU0_42580	b0759	galE	galE
TU0_14696	b3643	rph	rph
TU0_14184	b4282	yjhE	yjhE
TU00367	b0736,b0737,b0738,b0739,b0736,b0737,b0738,b0739,b0736,b0737,b0738,b0739,b0736,b0737,b0738,b0739	ybgC,tolQ,tolR,tolA	ybgC_tolQRA
TU0_13785	b2888	uacT	uacT
TU0_8872	b0385	adrA	adrA
TU0_13398	b1780	yeaD	yeaD
TU0_8454	b0714,b0713,b0712,b0711,b0710,b0714,b0713,b0712,b0711,b0710,b0714,b0713,b0712,b0711,b0710,b0714,b0713,b0712,b0711,b0710,b0714,b0713,b0712,b0711,b0710	nei,ybgL,ybgK,ybgJ,ybgI	ybgIJKL_nei
TU0_13010	b0642,b0641,b0640,b0639,b0638,b0642,b0641,b0640,b0639,b0638,b0642,b0641,b0640,b0639,b0638,b0642,b0641,b0640,b0639,b0638,b0642,b0641,b0640,b0639,b0638	leuS,lptE,holA,nadD,cobC	leuS,lptE,holA,nadD,cobC
TU0_4401	b0364	yaiS	yaiS
TU0_14738	b4670	yjeV	yjeV
TU0_14202	b4335,b4334,b4335,b4334	yjiM,yjiL	yjiM,yjiL
TU00384	b0903	pflB	pflB
TU0_13804	b2944	yggI	yggI
TU00005	b0273	argF	argF
TU0_13414	b1808	yoaA	yoaA
TU0_8481	b3414	nfuA	nfuA
TU0_13028	b4514	ybfQ	ybfQ
TU0_4523	b3438	gntR	gntR
TU0_14765	b2604,b2603,b2604,b2603	yfiN,yfiR	yfiRN
TU0_14219	b4378,b4377,b4378,b4377	yjjV,yjjU	yjjV,yjjU
TU00400	b1829	htpX	htpX
TU0_13821	b3000,b2999,b3000,b2999	yghX_2,yghX_1	yghX_2,yghX_1
TU00021	b3260,b3261,b3260,b3261	dusB,fis	dusB_fis
TU0_13430	b1837	yebW	yebW
TU0_8498	b4424	rdlC	rdlC
TU0_13044	b0771	ybhJ	ybhJ
TU0_4783	b4237,b4238,b4237,b4238	nrdG,nrdD	nrdDG
TU0_14793	b2470	acrD	acrD
TU0_14235	b2936	loiP	yggG
TU00417	b0014,b0015,b0014,b0015	tpke11,dnaK,dnaJ	dnaKJ
TU0_13837	b3034,b3033,b3032,b3031,b3030,b3034,b3033,b3032,b3031,b3030,b3034,b3033,b3032,b3031,b3030,b3034,b3033,b3032,b3031,b3030,b3034,b3033,b3032,b3031,b3030	nudF,yqiB,cpdA,yqiA,parE	nudF,yqiB,cpdA,yqiA,parE
TU00037	b4043,b4044,b4043,b4044	lexA,dinF	lexA_dinF
TU0_13446	b1894,b1893,b1894,b1893	insA_5,insB_5,insAB_5	insA_5p,insA_5,insB_5,insAB_5
TU0_8515	b4442	micA	micA
TU0_13061	b0822	ybiV	ybiV
TU0_4931	b0439	lon	lon
TU0_14818	b2925,b2926,b2925,b2926	fbaA,pgk	pgk_fbaA
TU0_14252	b0436	tig	tig
TU00434	b3065,b3066,b3067,b3065,b3066,b3067,b3065,b3066,b3067	rpsU,dnaG,rpoD	rpsU_dnaG_rpoD
TU0_13855	b3084	rlmG	rlmG
TU00053	b0399,b0400,b0399,b0400	phoB,phoR	phoBR
TU0_13463	b1963,b1962,b1963,b1962	yedR,yedJ	yedR,yedJ
TU0_8533	b0662	ubiF	ubiF
TU0_13077	b0885	aat	aat
TU0_5163	b4192	ulaG	ulaG
TU0_1582	b3556	cspA	cspA
TU0_14282	b1902	ftnB	ftnB
TU00451	b1875,b1874,b1875,b1874	yecM,cutC	yecM_cutC
TU0_13872	b3130,b3129,b3130,b3129	yhaV,prlF	sohA_yhaV
TU00069	b4058	uvrA	uvrA
TU0_13481	b1998	yoeE	yoeE
TU0_8549	b0329	yahO	yahO
TU0_13094	b0938	elfA	elfA
TU0_5522	b3635,b3636,b3637,b3638,b3635,b3636,b3637,b3638,b3635,b3636,b3637,b3638,b3635,b3636,b3637,b3638	mutM,rpmG,rpmB,yicR	yicR_rpmBG_mutM
TU_8382	b0897	ycaC	ycaC
TU0_1821	b0575,b0574,b0573,b0572,b0575,b0574,b0573,b0572,b0575,b0574,b0573,b0572,b0575,b0574,b0573,b0572	cusA,cusB,cusF,cusC	cusCFBA
TU0_14303	b2163	yeiL	yeiL
TU00469	b3428,b3429,b3430,b3428,b3429,b3430,b3428,b3429,b3430	glgP,glgA,glgC	glgCAP
TU0_13888	b3190	ibaG	ibaGp2,ibaG
TU00085	b3707,b3708,b3709,b3707,b3708,b3709,b3707,b3708,b3709	tnaC,tnaA,tnaB	tnaCAB
TU0_13498	b2045,b2044,b2043,b2045,b2044,b2043,b2045,b2044,b2043	wcaK,wcaL,wcaM	wcaK,wcaL,wcaM
TU0_8565	b0768	ybhD	ybhD
TU0_13110	b4517,b0991,b4517,b0991	gnsA,ymcE	gnsA,ymcE
TU0_5781	b2962,b2961,b2962,b2961	yggX,mutY	mutY_yggX
TU_8401	b2190	yejO	yejO
TU0_2101	b0853,b0852,b0851,b0850,b0853,b0852,b0851,b0850,b0853,b0852,b0851,b0850,b0853,b0852,b0851,b0850	ybjN,rimK,nfsA,ybjC	ybjC_nfsA_rimK_ybjN
TU0_14321	b2554	glrR	yfhA
TU00485	b4246,b4244,b4245,b4246,b4244,b4245,b4246,b4244,b4245	pyrL,pyrI,pyrB	pyrLBI
TU0_13904	b3252	csrD	csrD
TU00101	b0428,b0429,b0430,b0431,b0432,b0428,b0429,b0430,b0431,b0432,b0428,b0429,b0430,b0431,b0432,b0428,b0429,b0430,b0431,b0432,b0428,b0429,b0430,b0431,b0432	cyoE,cyoD,cyoC,cyoB,cyoA	cyoABCDE
TU0_13515	b2107	rcnB	rcnB
TU0_8583	b3459	panZ	panZ
TU0_13126	b1057,b1056,b1057,b1056	yceJ,yceI	yceJI
TU0_6223	b3164,b3165,b3166,b3167,b3168,b3169,b3170,b3171,b3164,b3165,b3166,b3167,b3168,b3169,b3170,b3171,b3164,b3165,b3166,b3167,b3168,b3169,b3170,b3171,b3164,b3165,b3166,b3167,b3168,b3169,b3170,b3171,b3164,b3165,b3166,b3167,b3168,b3169,b3170,b3171,b3164,b3165,b3166,b3167,b3168,b3169,b3170,b3171,b3164,b3165,b3166,b3167,b3168,b3169,b3170,b3171,b3164,b3165,b3166,b3167,b3168,b3169,b3170,b3171	pnp,rpsO,truB,rbfA,infB,nusA,rimP,metY	metY_yhbC_nusA_infB_rbfA_truB_rpsO_pnp
TU_8433	b3322,b3323,b3322,b3323	gspB,gspA	gspAB
TU0_2504	b1274	topA	topA
TU0_14339	b0174	ispU	ispU
TU00501	b2967	pheV	pheV
TU0_13922	b3364	tsgA	tsgAp,tsgA
TU00118	b4133	cadC	cadC
TU0_13531	b2137	yohF	yohF
TU0_8599	b3690	cbrA	cbrA
TU0_13143	b1122,b1121,b1122,b1121	ymfA,ycfZ	ymfA,ycfZ
TU0_6425	b1613	manA	manA
TU0_1062	b3860	dsbA	dsbA
TU0_3	b3911,b3912,b3911,b3912	cpxA,cpxR	cpxRA
TU0_14356	b3639	dfp	dfp
TU00517	b3168,b3169,b3170,b3171,b3168,b3169,b3170,b3171,b3168,b3169,b3170,b3171,b3168,b3169,b3170,b3171	infB,nusA,rimP,metY	metY_yhbC_nusA_infB
TU0_13940	b3445,b3444,b3443,b3442,b3445,b3444,b3443,b3442,b3445,b3444,b3443,b3442,b3445,b3444,b3443,b3442	insB_6,insA_6,insAB_6,yrhA,yhhZ	insB_6,insA_6,insAB_6,yrhA,yhhZ
TU00134	b3831	udp	udp
TU0_13550	b2175	mepS	mepSp,mepS
TU0_8616	b4269	ahr	yjgB
TU0_13159	b1163	bluF	bluF
TU0_6506	b2514	hisS	hisS
TU0_1188	b2588,b2589,b2590,b2591,b2588,b2589,b2590,b2591,b2588,b2589,b2590,b2591,b2588,b2589,b2590,b2591	rrfG,rrlG,gltW,rrsG	rrsG_gltW_rrlG_rrfG
TU0_3302	b3700	recF	recF
TU0_14376	b3322,b3323,b3322,b3323	gspB,gspA	,gspB,gspA,gspAp1
TU123	b1015	putP	putP
TU0_13956	b3496	dtpB	dtpB
TU00151	b4287,b4288,b4289,b4290,b4291,b4287,b4288,b4289,b4290,b4291,b4287,b4288,b4289,b4290,b4291,b4287,b4288,b4289,b4290,b4291,b4287,b4288,b4289,b4290,b4291	fecE,fecD,fecC,fecB,fecA	fecABCDE
TU0_13566	b2248,b2247,b2248,b2247	yfaX,yfaW	yfaX,yfaW
TU0_8633	b0838	gstB	gstB
TU0_13175	b1192	ldcA	ldcA
TU0_6557	b2779,b2780,b2779,b2780	eno,pyrG	eno,pyrG,pyrGp2
TU0_12787	b0005	yaaX	yaaX
TU0_3465	b3923,b3922,b3923,b3922	uspD,yiiS	uspD,yiiS,yiiSp
TU0_14399	b0031	dapB	dapB
TU262	b3856,b3857,b3856,b3857	mobB,mobA	mobAB
TU0_13975	b3546	eptB	eptBp,eptB
TU00167	b1252	tonB	tonB
TU0_13582	b2294,b2293,b2294,b2293	yfbU,yfbT	yfbUp,yfbU,yfbT
TU0_8650	b2376	ypdI	ypdI
TU0_13195	b1269	rluB	rluB
TU0_6631	b1907	tyrP	tyrP
TU0_12805	b0069,b0068,b0067,b0066,b0069,b0068,b0067,b0066,b0069,b0068,b0067,b0066,b0069,b0068,b0067,b0066	sgrR,sroA,tbpA,thiP,thiQ	sgrRp,sgrR,sroA,tbpA,thiP,thiQ
TU0_36411	b1257	yciE	yciE
TU0_14421	b4608	ohsC	ohsC
TU352	b4401	arcA	arcA
TU0_13992	b3598,b3597,b3598,b3597	yibI,yibH	yibI,yibH
TU00183	b3460	livJ	livJ
TU0_13599	b2347	yfdC	yfdC
TU0_8667	b4046	zur	zur
TU0_13215	b4525,b1326,b4525,b1326	ymjC,mpaA	ymjC,mpaA
TU0_6683	b2821	ptrA	ptrA
TU0_12820	b0149	mrcB	mrcBp,mrcB
TU0_36432	b3201,b3200,b3199,b3198,b3201,b3200,b3199,b3198,b3201,b3200,b3199,b3198,b3201,b3200,b3199,b3198	lptB,lptA,lptC,kdsC	kdsC_lptCAB
TU0_14455	b0439,b0438,b0439,b0438	lon,clpX	clpX_lon
TU404	b3423	glpR	glpR
TU0_14007	b3658	selC	selCp,selC
TU00199	b4070,b4071,b4072,b4073,b4074,b4075,b4076,b4070,b4071,b4072,b4073,b4074,b4075,b4076,b4070,b4071,b4072,b4073,b4074,b4075,b4076,b4070,b4071,b4072,b4073,b4074,b4075,b4076,b4070,b4071,b4072,b4073,b4074,b4075,b4076,b4070,b4071,b4072,b4073,b4074,b4075,b4076,b4070,b4071,b4072,b4073,b4074,b4075,b4076	nrfA,nrfB,nrfC,nrfD,nrfE,nrfF,nrfG	nrfABCDEFG
TU0_13615	b2389	yfeO	yfeO
TU0_8686	b1188	ycgB	ycgB
TU0_13232	b4528	rzoR	rzoR
TU0_6941	b3782,b3783,b3782,b3783	rhoL,rho	rhoL_rho
TU0_12839	b0207	dkgB	dkgBp,dkgB
TU0_3941	b0093	ftsQ	ftsQ
TU0_14475	b4399,b4398,b4397,b4399,b4398,b4397,b4399,b4398,b4397	creC,creB,creA	creABC
TU491	b2509	xseA	xseA
TU0_14022	b3710	mdtL	mdtL
TU00215	b3845,b3846,b3845,b3846	fadA,fadB	fadBA
TU0_13633	b2450	yffS	yffS
TU0_8703	b1462	yddH	yddH
TU0_13248	b1406	ydbC	ydbC
TU0_7162	b3623,b3624,b3625,b3626,b3627,b3628,b3629,b3630,b3631,b3632,b3623,b3624,b3625,b3626,b3627,b3628,b3629,b3630,b3631,b3632,b3623,b3624,b3625,b3626,b3627,b3628,b3629,b3630,b3631,b3632,b3623,b3624,b3625,b3626,b3627,b3628,b3629,b3630,b3631,b3632,b3623,b3624,b3625,b3626,b3627,b3628,b3629,b3630,b3631,b3632,b3623,b3624,b3625,b3626,b3627,b3628,b3629,b3630,b3631,b3632,b3623,b3624,b3625,b3626,b3627,b3628,b3629,b3630,b3631,b3632,b3623,b3624,b3625,b3626,b3627,b3628,b3629,b3630,b3631,b3632,b3623,b3624,b3625,b3626,b3627,b3628,b3629,b3630,b3631,b3632,b3623,b3624,b3625,b3626,b3627,b3628,b3629,b3630,b3631,b3632	waaU,waaZ,waaY,waaJ,waaO,waaB,waaS,waaP,waaG,waaQ	rfaQGPSBIJYZ_waaU
TU0_12855	b0236,b0235,b0236,b0235	prfH,ykfJ	prfH,ykfJ
TU0_41681	b1129	phoQ	phoQp5,phoQ
TU0_14500	b0419	yajO	yajO
TU561	b0951,b0950,b0951,b0950	pqiB,pqiA	pqiAB
TU0_14040	b3795	yifK	yifK
TU565	b0912,b0911,b0912,b0911	ihfB,rpsA	rpsA_ihfB
TU0_14043	b3818,b3817,b3818,b3817	yigG,yigF	yigG,yigF
TU0_13653		IS128	IS128
TU00232	b2316	accD	accD
TU0_8723	b2063	yegH	yegH
TU0_13267	b1439	ydcR	ydcRp,ydcR
TU0_12874	b0281	intF	intF
TU0_7401	b1002	agp	agp
TU0_41857	b1778	msrB	msrBp6,msrB
TU0_14525	b3623,b3624,b3623,b3624	waaU,waaZ	rfaZ_waaU
TU661	b3863	polA	polA
TU0_14060	b3866	yihI	yihIp,yihI
TU0_13671	b2584,b2583,b2584,b2583	pka,yfiP	pka,yfiP
TU00248	b1733,b1734,b1735,b1736,b1737,b1738,b1733,b1734,b1735,b1736,b1737,b1738,b1733,b1734,b1735,b1736,b1737,b1738,b1733,b1734,b1735,b1736,b1737,b1738,b1733,b1734,b1735,b1736,b1737,b1738,b1733,b1734,b1735,b1736,b1737,b1738	chbG,chbF,chbR,chbA,chbC,chbB	chbBCARFG
TU0_8739	b2493	yfgO	yfgO
TU0_13284	b1473	yddG	yddGp,yddG
TU0_12890	b0316	yahB	yahB
TU0_7722	b1897,b1896,b1897,b1896	otsB,otsA	otsBA
TU0_42415	b4280,b4279,b4280,b4279	yjhC,yjhB	yjhC,yjhB
TU0_14545	b1499,b1500,b1499,b1500	ydeO,safA	safA_ydeO
TU782	b4002	zraP	zraP
TU0_14076	b3909	kdgT	kdgT
TU00264	b0565,b0566,b0565,b0566	ompT,envY	envY_ompT
TU0_8756	b3059	ygiH	ygiH
TU0_13300	b1519	tam	tam
TU0_12909	b0370	ykiB	ykiB
TU0_7823	b0565	ompT	ompT
TU0_42463	b1483,b1484,b1485,b1486,b1487,b1488,b1483,b1484,b1485,b1486,b1487,b1488,b1483,b1484,b1485,b1486,b1487,b1488,b1483,b1484,b1485,b1486,b1487,b1488,b1483,b1484,b1485,b1486,b1487,b1488,b1483,b1484,b1485,b1486,b1487,b1488	ddpF,ddpD,ddpC,ddpB,ddpA,ddpX	ddpXABCDF
TU0_14567	b4175,b4174,b4173,b4172,b4175,b4174,b4173,b4172,b4175,b4174,b4173,b4172,b4175,b4174,b4173,b4172	hflC,hflK,hflX,hfq	hfq_hflXKC
TU821	b4116	adiY	adiY
TU0_14101	b4691	sroH	sroH
TU00281	b3559,b3560,b3559,b3560	glyS,glyQ	glyQS
TU0_13703	b2650	ypjC	ypjC
TU0_8774	b0126	can	can
TU0_13316	b1545	pinQ	pinQ
TU0_8101	b0767	pgl	pgl
TU0_12924	b0425,b0424,b0425,b0424	panE,yajL	panE,yajL
TU0_42483	b0953	rmf	rmf
TU0_14616	b0514,b0513,b0514,b0513	glxK,ybbY	ybbYp,glxK,ybbY
TU0_14120	b4053	alr	alrp1,alr
TU00300	b0781,b0782,b0783,b0784,b0785,b0781,b0782,b0783,b0784,b0785,b0781,b0782,b0783,b0784,b0785,b0781,b0782,b0783,b0784,b0785,b0781,b0782,b0783,b0784,b0785	moaA,moaB,moaC,moaD,moaE	moaABCDE
TU0_13720	b2734	pphB	pphB
TU0_8794	b1187	fadR	fadR
TU0_13333	b1581,b1580,b1581,b1580	rspA,rspB	rspA_rspB
TU0_8223	b3828	metR	metR
TU0_12942	b0459	maa	maa
TU0_42511	b2018	hisL	hisL
TU0_14637	b2009	sbmC	sbmCp2,sbmC
TU0_14137	b4127,b4126,b4127,b4126	yjdJ,yjdI	yjdJ,yjdI
TU00316	b3951,b3952,b3951,b3952	pflD,pflC	pflDC
TU0_13737	b2793	syd	syd
TU0_8814	b1759	nudG	nudG
TU0_13351	b4409	blr	blrp,blr
TU0_8302	b2297	pta	pta
TU0_12962	b0521,b0520,b0519,b4507,b0518,b0521,b0520,b0519,b4507,b0518,b0521,b0520,b0519,b4507,b0518,b0521,b0520,b0519,b4507,b0518,b0521,b0520,b0519,b4507,b0518	ybcF,ylbF,ylbE_2,ylbE_1,fdrA	ybcF,ylbF,ylbE_2,ylbE_1,fdrA
TU0_42534	b1651,b1650,b1649,b1651,b1650,b1649,b1651,b1650,b1649	gloA,nemA,nemR	nemRA_gloA
TU0_14656	b3156,b3157,b3156,b3157	yhbS,yhbT	yhbTp2,yhbS,yhbT
TU0_14155	b4188	yjfN	yjfN
TU00335	b3985,b3986,b3987,b3988,b3985,b3986,b3987,b3988,b3985,b3986,b3987,b3988,b3985,b3986,b3987,b3988	rplJ,rplL,rpoB,rpoC	rplJL_rpoBC
TU0_13755	b2842	kduD	kduD
TU0_8830	b4278	insG	insG
TU0_13367	b4430	rydB	rydB
TU0_8338	b2778	ygcG	ygcG
TU0_12979	b0558	ybcV	ybcV
TU0_42561	b3235	degS	degS
TU0_14678	b0861,b0862,b0863,b0864,b0861,b0862,b0863,b0864,b0861,b0862,b0863,b0864,b0861,b0862,b0863,b0864	artM,artQ,artI,artP	artPIQM
TU0_14171	b4249	bdcA	bdcAp,bdcA
TU00354	b3981,b3982,b3981,b3982	secE,nusG	secE_nusG
TU0_13771	b2865	ygeR	ygeR
TU0_8846	b4453	ldrD	ldrD
TU0_13383	b1727	yniC	yniCp,yniC
TU0_8356	b0492	ybbN	ybbN
TU0_12997	b0611	rna	rnap,rna
TU0_42583	b0757,b0758,b0759,b0757,b0758,b0759,b0757,b0758,b0759	galK,galT,galE	galETK
TU0_14699	b0842	mdfA	cmr
TU0_14188	b4286,b4562,b4285,b4286,b4562,b4285,b4286,b4562,b4285	yjhV,yjhW,insO_2	yjhV,yjhW,insO_2
TU00370	b2065,b2066,b2065,b2066	dcd,udk	udk_dcd
TU0_13788	b2897,b2896,b2897,b2896	sdhE,cptA	cptBp,sdhE,cptA
TU0_9	b2115	molR_1	molR_1
TU0_13401	b1785	yeaI	yeaI
TU0_8458	b1633,b1632,b1631,b1630,b1629,b1628,b1627,b1633,b1632,b1631,b1630,b1629,b1628,b1627,b1633,b1632,b1631,b1630,b1629,b1628,b1627,b1633,b1632,b1631,b1630,b1629,b1628,b1627,b1633,b1632,b1631,b1630,b1629,b1628,b1627,b1633,b1632,b1631,b1630,b1629,b1628,b1627,b1633,b1632,b1631,b1630,b1629,b1628,b1627	nth,rsxE,rsxG,rsxD,rsxC,rsxB,rsxA	rsxABCDGE_nth
TU0_13013	b0650	hscC	hscC
TU0_4405	b2556	glrK	glrK
TU0_14741	b4260	pepA	pepA
TU0_14205	b4341	yjiS	yjiS
TU00387	b0999,b1000,b0999,b1000	cbpM,cbpA	cbpAM
TU0_13807	b2955,b2954,b2953,b2952,b2951,b2955,b2954,b2953,b2952,b2951,b2955,b2954,b2953,b2952,b2951,b2955,b2954,b2953,b2952,b2951,b2955,b2954,b2953,b2952,b2951	yggW,rdgB,yggU,yggT,yggS	yggW,rdgB,yggU,yggT,yggS
TU00008	b2600,b2601,b2600,b2601	tyrA,aroF	aroF_tyrA
TU0_13417	b1813,b1812,b1813,b1812	nudL,pabB	nudL,pabB
TU0_8485	b4458	oxyS	oxyS
TU0_13031	b0715	abrB	abrB
TU0_4562	b4122,b4123,b4122,b4123	fumB,dcuB	dcuB_fumB
TU0_14769	b4671	ykgR	ykgR
TU0_14221	b4380	yjjI	yjjI
TU00403	b0139,b0140,b0139,b0140	htrE,yadV	yadV_htrE
TU0_13824	b3012	dkgA	dkgAp,dkgA
TU00024	b2151	galS	galS
TU0_13433	b1842	holE	holE
TU0_8501	b3824	rhtB	rhtB
TU0_13047	b0786	ybhL	ybhL
TU0_4822	b4457	csrC	csrC
TU0_14797	b4698	mgrR	mgrR
TU0_14238	b4502	yeiW	yeiWp,yeiW
TU00420	b3049	glgS	glgS
TU0_13841	b3042	yqiC	yqiC
TU00040	b4118	melR	melR
TU0_13449	b1905	ftnA	ftnAp,ftnA
TU0_8518	b4456	glmZ	glmZ
TU0_13064	b0834,b0833,b0834,b0833	yliF,yliE	yliF,yliE
TU0_5	b1093,b1092,b1091,b1090,b1093,b1092,b1091,b1090,b1093,b1092,b1091,b1090,b1093,b1092,b1091,b1090	fabG,fabD,fabH,plsX	plsX_fabHDG
TU0_14820	b2779	eno	eno
TU0_14255	b1716,b1717,b1716,b1717	rplT,rpmI	rpmI_rplT
TU00437	b3067	rpoD	rpoD
TU0_13858	b3087	ygjR	ygjRp,ygjR
TU00056	b4005,b4006,b4005,b4006	purD,purH	purHD
TU0_13466	b1967	hchA	hchA
TU0_8536	b0607	uspG	uspG
TU0_13080	b0893	serS	serSp,serS
TU0_5184	b2321	flk	flk
TU0_1681	b1656	sodB	sodB
TU0_14288	b3161	mtr	mtr
TU00454	b2796,b2797,b2796,b2797	sdaC,sdaB	sdaCB
TU0_13875	b3151	yraQ	yraQ
TU00072	b2212,b2213,b2212,b2213	alkB,ada	ada_alkB
TU0_13484	b4538	yoeF	yoeF
TU0_8552	b0453	ybaY	ybaY
TU0_13097	b0953	rmf	rmf
TU0_5561	b2964,b2963,b2962,b2961,b2964,b2963,b2962,b2961,b2964,b2963,b2962,b2961,b2964,b2963,b2962,b2961	nupG,mltC,yggX,mutY	mutY_yggX_mltC_nupG
TU_8385	b2511,b2512,b2511,b2512	der,bamB	bamB_der
TU0_1881	b2528,b2529,b2530,b2531,b2528,b2529,b2530,b2531,b2528,b2529,b2530,b2531,b2528,b2529,b2530,b2531	iscA,iscU,iscS,iscR	iscRSUA
TU0_14306	b2806	rlmM	rlmM
TU00472	b3065	rpsU	rpsU
TU0_13891	b3211	yhcC	yhcC
TU00088	b1907	tyrP	tyrP
TU0_13501	b2073,b2072,b2073,b2072	yegL,yegK	yegL,yegK
TU0_8568	b0807	rlmF	ybiN
TU0_13113	b1001	yccE	yccEp,yccE
TU0_5881	b3835,b3834,b3833,b3835,b3834,b3833,b3835,b3834,b3833	ubiB,ubiJ,ubiE	ubiE_yigP_ubiB
TU_8408	b1937	fliE	fliE
TU0_2302	b0197,b0198,b0199,b0197,b0198,b0199,b0197,b0198,b0199	metQ,metI,metN	metNIQ
TU0_14324	b4001	yjaH	yjaH
TU00488	b3729,b3730,b3729,b3730	glmS,glmU	glmUS
TU0_13907	b3267	yhdV	yhdV
TU00105	b1611	fumC	fumC
TU0_13518	b2113	mrp	mrp
TU0_8586	b3491	yhiM	yhiM
TU0_13129	b1063	yceB	yceB
TU0_6301	b0799	dinG	dinG
TU_8438	b1902	ftnB	ftnB
TU0_2562	b3005	exbD	exbD
TU0_14342	b3148	yraN	yraN
TU00504	b3980,b3976,b3977,b3978,b3979,b3980,b3976,b3977,b3978,b3979,b3980,b3976,b3977,b3978,b3979,b3980,b3976,b3977,b3978,b3979,b3980,b3976,b3977,b3978,b3979	tufB,thrU,tyrU,glyT,thrT	thrU_tyrU_glyT_thrT_tufB
TU0_13925	b3383,b3382,b3383,b3382	yhfZ,yhfY	yhfZ,yhfY
TU00121	b0683	fur	fur
TU0_13534	b2140	dusC	dusCp,dusC
TU0_8602	b3765	yifB	yifB
TU0_13146		C0293	C0293
TU0_6442	b0237	pepD	pepD
TU0_1106	b0875	aqpZ	aqpZ
TU0_3103	b3781	trxA	trxA
TU0_14362	b2030	insH_7	insH_7
TU00520	b4134	pheU	pheU
TU0_13943	b3468	yhhN	yhhN
TU00137	b3571	malS	malS
TU0_13553	b2181	yejG	yejGp,yejG
TU0_8620	b4257	yjgN	yjgN
TU0_13162	b1167	ymgC	ymgC
TU0_6509	b1677	lpp	lpp
TU0_1191	b3272,b3273,b3274,b3275,b3276,b3277,b3278,b3272,b3273,b3274,b3275,b3276,b3277,b3278,b3272,b3273,b3274,b3275,b3276,b3277,b3278,b3272,b3273,b3274,b3275,b3276,b3277,b3278,b3272,b3273,b3274,b3275,b3276,b3277,b3278,b3272,b3273,b3274,b3275,b3276,b3277,b3278,b3272,b3273,b3274,b3275,b3276,b3277,b3278	rrfF,thrV,rrfD,rrlD,alaU,ileU,rrsD	rrsD_ileU_alaU_rrlD_rrfD_thrV_rrfF
TU0_3341	b3073	patA	patA
TU0_14381	b1562,b1563,b1564,b1562,b1563,b1564,b1562,b1563,b1564	hokD,relE,relB	relBE_hokD
TU161	b3404,b3405,b3404,b3405	envZ,ompR	ompR_envZ
TU0_13959	b3500	gor	gor
TU00154	b2726,b2727,b2728,b2729,b2730,b2726,b2727,b2728,b2729,b2730,b2726,b2727,b2728,b2729,b2730,b2726,b2727,b2728,b2729,b2730,b2726,b2727,b2728,b2729,b2730	hypA,hypB,hypC,hypD,hypE	hypABCDE
TU0_13569	b2258,b4544,b2257,b2256,b2255,b2254,b2253,b2258,b4544,b2257,b2256,b2255,b2254,b2253,b2258,b4544,b2257,b2256,b2255,b2254,b2253,b2258,b4544,b2257,b2256,b2255,b2254,b2253,b2258,b4544,b2257,b2256,b2255,b2254,b2253,b2258,b4544,b2257,b2256,b2255,b2254,b2253,b2258,b4544,b2257,b2256,b2255,b2254,b2253	arnF,arnE,arnT,arnD,arnA,arnC,arnB	arnF,arnE,arnT,arnD,arnA,arnC,arnB
TU0_8637	b1451	yncD	yncD
TU0_13178	b1202	ycgV	ycgV
TU0_6563	b4059	ssb	ssb
TU0_12790	b0009	mog	mog
TU0_3501	b3237	argR	argR
TU0_14404	b4547,b2472,b4547,b2472	ypfN,dapE	dapE_ypfN
TU281	b2570,b2571,b2572,b2573,b2570,b2571,b2572,b2573,b2570,b2571,b2572,b2573,b2570,b2571,b2572,b2573	rseC,rseB,rseA,rpoE	rpoE_rseABC
TU0_13979	b3552	yiaD	yiaD
TU00170	b2903,b2904,b2905,b2903,b2904,b2905,b2903,b2904,b2905	gcvP,gcvH,gcvT	gcvTHP
TU0_13585	b2299	yfcD	yfcD
TU0_8653	b2940	yqgC	yqgC
TU0_13199	b1278	pgpB	pgpBp,pgpB
